@Version:0.9.1
@SampleID:gsa

@@SEQUENCEID	BINID	TAXID
RM2|P|C43550	1036557	1122184
RM2|P|C30275	1036557	1122184
RM2|P|C17771	1036557	1122184
RM2|P|C27415	1036557	1122184
RM2|P|C32737	1036557	1122184
RM2|P|C9076	1036557	1122184
RM2|P|C46084	1036557	1122184
RM2|P|C40922	1036557	1122184
RM2|P|C22219	1036557	1122184
RM2|P|C61116	1036557	1122184
RM2|P|C3707	1036557	1122184
RM2|P|C40848	1036557	1122184
RM2|P|C60762	1036557	1122184
RM2|P|C16585	1036557	1122184
RM2|P|C58907	1036557	1122184
RM2|P|C61281	1036557	1122184
RM2|P|C57217	1036557	1122184
RM2|P|C42201	1036557	1122184
RM2|P|C42200	1036557	1122184
RM2|P|C4443	1036557	1122184
RM2|P|C42820	1036557	1122184
RM2|P|C21381	1036557	1122184
RM2|P|C16599	1036557	1122184
RM2|P|C52024	1036557	1122184
RM2|P|C35244	1036557	1122184
RM2|P|C21352	1036557	1122184
RM2|P|C62049	1036557	1122184
RM2|P|C57298	1036557	1122184
RM2|P|C8671	1036557	1122184
RM2|P|C54635	1036557	1122184
RM2|P|C45541	1036557	1122184
RM2|P|C55306	1036557	1122184
RM2|P|C14666	1036557	1122184
RM2|P|C58657	1036557	1122184
RM2|P|C54537	1036557	1122184
RM2|P|C30794	1036557	1122184
RM2|P|C2771	1036557	1122184
RM2|P|C21714	1036557	1122184
RM2|P|C19604	1036557	1122184
RM2|P|C6086	1036557	1122184
RM2|P|C8606	1036557	1122184
RM2|P|C51547	1036557	1122184
RM2|P|C53102	1036557	1122184
RM2|P|C59398	1036557	1122184
RM2|P|C11724	1036557	1122184
RM2|P|C37365	1036557	1122184
RM2|P|C52214	1036557	1122184
RM2|P|C57170	1036557	1122184
RM2|P|C5339	1036557	1122184
RM2|P|C36983	1036557	1122184
RM2|P|C50032	1036557	1122184
RM2|P|C13519	1036557	1122184
RM2|P|C25014	1036557	1122184
RM2|P|C8198	1036557	1122184
RM2|P|C62562	1036557	1122184
RM2|P|C1390	1036557	1122184
RM2|P|C7899	1036557	1122184
RM2|P|C39915	1036557	1122184
RM2|P|C39165	1036557	1122184
RM2|P|C6270	1036557	1122184
RM2|P|C12985	1036557	1122184
RM2|P|C16776	1036557	1122184
RM2|P|C23603	1036557	1122184
RM2|P|C62885	1036557	1122184
RM2|P|C31582	1036557	1122184
RM2|P|C26340	1036557	1122184
RM2|P|C60850	1036557	1122184
RM2|P|C49641	1036557	1122184
RM2|P|C49758	1036557	1122184
RM2|P|C3754	1036557	1122184
RM2|P|C47704	1036557	1122184
RM2|P|C32321	1036557	1122184
RM2|P|C58856	1036557	1122184
RM2|P|C60412	1036557	1122184
RM2|P|C29934	1036557	1122184
RM2|P|C48313	1036557	1122184
RM2|P|C42017	1036557	1122184
RM2|P|C38989	1036557	1122184
RM2|P|C36213	1036557	1122184
RM2|P|C45411	1036557	1122184
RM2|P|C34279	1036557	1122184
RM2|P|C22849	1036557	1122184
RM2|P|C34510	1036557	1122184
RM2|P|C25659	1036557	1122184
RM2|P|C41034	1036557	1122184
RM2|P|C23577	1036557	1122184
RM2|P|C22055	1036557	1122184
RM2|P|C7535	1036557	1122184
RM2|P|C19399	1036557	1122184
RM2|P|C24845	1036557	1122184
RM2|P|C42700	1036557	1122184
RM2|P|C28387	1036557	1122184
RM2|P|C35836	1036557	1122184
RM2|P|C914	1036557	1122184
RM2|P|C11076	1036557	1122184
RM2|P|C38707	1036557	1122184
RM2|P|C59823	1036557	1122184
RM2|P|C48287	1036557	1122184
RM2|P|C24305	1036557	1122184
RM2|P|C46884	1036557	1122184
RM2|P|C16122	1036557	1122184
RM2|P|C53591	1036557	1122184
RM2|P|C54961	1036557	1122184
RM2|P|C43454	1036557	1122184
RM2|P|C18305	1036557	1122184
RM2|P|C20069	1036557	1122184
RM2|P|C19494	1036557	1122184
RM2|P|C32987	1036557	1122184
RM2|P|C23909	1036557	1122184
RM2|P|C15464	1036557	1122184
RM2|P|C40704	1036557	1122184
RM2|P|C32228	1036557	1122184
RM2|P|C41727	1036557	1122184
RM2|P|C25452	1036557	1122184
RM2|P|C22225	1036557	1122184
RM2|P|C14625	1036557	1122184
RM2|P|C16291	1036557	1122184
RM2|P|C51659	1036557	1122184
RM2|P|C37949	1036557	1122184
RM2|P|C45239	1036557	1122184
RM2|P|C851	1036557	1122184
RM2|P|C17069	1036557	1122184
RM2|P|C14227	1036557	1122184
RM2|P|C43393	1036557	1122184
RM2|P|C61626	1036557	1122184
RM2|P|C33	1036557	1122184
RM2|P|C52485	1036557	1122184
RM2|P|C56168	1036557	1122184
RM2|P|C27074	1036557	1122184
RM2|P|C59062	1036557	1122184
RM2|P|C42616	1036557	1122184
RM2|P|C35237	1036557	1122184
RM2|P|C4529	1036557	1122184
RM2|P|C26806	1036557	1122184
RM2|P|C55225	1036557	1122184
RM2|P|C15405	1036557	1122184
RM2|P|C48121	1036557	1122184
RM2|P|C39123	1036557	1122184
RM2|P|C15009	1036557	1122184
RM2|P|C38214	1036557	1122184
RM2|P|C9091	1036557	1122184
RM2|P|C15238	1036557	1122184
RM2|P|C30704	1036557	1122184
RM2|P|C40925	1036557	1122184
RM2|P|C3265	1036557	1122184
RM2|P|C53881	1036557	1122184
RM2|P|C50521	1036557	1122184
RM2|P|C12804	1036557	1122184
RM2|P|C62286	1036557	1122184
RM2|P|C34708	1036557	1122184
RM2|P|C21089	1036557	1122184
RM2|P|C5713	1036557	1122184
RM2|P|C11587	1036557	1122184
RM2|P|C18646	1036557	1122184
RM2|P|C4633	1036557	1122184
RM2|P|C41126	1036557	1122184
RM2|P|C1334	1036557	1122184
RM2|P|C24358	1036557	1122184
RM2|P|C11023	1036557	1122184
RM2|P|C37656	1036557	1122184
RM2|P|C23109	1036557	1122184
RM2|P|C48187	1036557	1122184
RM2|P|C53435	1036557	1122184
RM2|P|C14876	1036557	1122184
RM2|P|C6752	1036557	1122184
RM2|P|C28434	1036557	1122184
RM2|P|C2023	1036557	1122184
RM2|P|C41116	1036557	1122184
RM2|P|C42737	1036557	1122184
RM2|P|C26531	1036557	1122184
RM2|P|C54642	1036557	1122184
RM2|P|C31378	1036557	1122184
RM2|P|C49117	1036557	1122184
RM2|P|C31470	1036557	1122184
RM2|P|C41777	1036557	1122184
RM2|P|C40355	1036557	1122184
RM2|P|C52919	1036557	1122184
RM2|P|C46270	1036557	1122184
RM2|P|C28234	1036557	1122184
RM2|P|C17144	1036557	1122184
RM2|P|C19383	1036557	1122184
RM2|P|C51576	1036557	1122184
RM2|P|C21709	1036557	1122184
RM2|P|C34400	1036557	1122184
RM2|P|C14986	1036557	1122184
RM2|P|C40886	1036557	1122184
RM2|P|C32610	1036557	1122184
RM2|P|C4224	1036557	1122184
RM2|P|C57823	1036557	1122184
RM2|P|C49333	1036557	1122184
RM2|P|C31074	1036557	1122184
RM2|P|C38171	1036557	1122184
RM2|P|C30973	1036557	1122184
RM2|P|C53317	1036557	1122184
RM2|P|C42525	1036557	1122184
RM2|P|C1247	1036557	1122184
RM2|P|C50811	1036557	1122184
RM2|P|C36551	1036557	1122184
RM2|P|C54442	1036557	1122184
RM2|P|C48956	1036557	1122184
RM2|P|C39033	1036557	1122184
RM2|P|C15360	1036557	1122184
RM2|P|C27554	1036557	1122184
RM2|P|C5083	1036557	1122184
RM2|P|C17445	1036557	1122184
RM2|P|C21005	1036557	1122184
RM2|P|C29569	1036557	1122184
RM2|P|C41602	1036557	1122184
RM2|P|C31390	1036557	1122184
RM2|P|C8679	1036557	1122184
RM2|P|C62996	1036557	1122184
RM2|P|C15725	1036557	1122184
RM2|P|C60617	1036557	1122184
RM2|P|C10853	1036557	1122184
RM2|P|C44282	1036557	1122184
RM2|P|C49182	1036557	1122184
RM2|P|C12719	1036557	1122184
RM2|P|C53560	1036557	1122184
RM2|P|C8513	1036557	1122184
RM2|P|C11900	1036557	1122184
RM2|P|C42709	1036557	1122184
RM2|P|C29271	1036557	1122184
RM2|P|C61971	1036557	1122184
RM2|P|C17366	1036557	1122184
RM2|P|C22062	1036557	1122184
RM2|P|C69	1036557	1122184
RM2|P|C51352	1036557	1122184
RM2|P|C63355	1036557	1122184
RM2|P|C37408	1036557	1122184
RM2|P|C46327	1036557	1122184
RM2|P|C18938	1036557	1122184
RM2|P|C38132	1036557	1122184
RM2|P|C9370	1036557	1122184
RM2|P|C53164	1036557	1122184
RM2|P|C18902	1036557	1122184
RM2|P|C35607	1036557	1122184
RM2|P|C38866	1036557	1122184
RM2|P|C53004	1036557	1122184
RM2|P|C4396	1036557	1122184
RM2|P|C14403	1036557	1122184
RM2|P|C24259	1036557	1122184
RM2|P|C41788	1036557	1122184
RM2|P|C49645	1036557	1122184
RM2|P|C12418	1036557	1122184
RM2|P|C31666	1036557	1122184
RM2|P|C53128	1036557	1122184
RM2|P|C1571	1036557	1122184
RM2|P|C2933	1036557	1122184
RM2|P|C43677	1036557	1122184
RM2|P|C32728	1036557	1122184
RM2|P|C19593	1036557	1122184
RM2|P|C4755	1036557	1122184
RM2|P|C61057	1036557	1122184
RM2|P|C31452	1036557	1122184
RM2|P|C5932	1036557	1122184
RM2|P|C42238	1036557	1122184
RM2|P|C53420	1036557	1122184
RM2|P|C16434	1036557	1122184
RM2|P|C33361	1036557	1122184
RM2|P|C59797	1036557	1122184
RM2|P|C31705	1036557	1122184
RM2|P|C14305	1036557	1122184
RM2|P|C28098	1036557	1122184
RM2|P|C5512	1036557	1122184
RM2|P|C17665	1036557	1122184
RM2|P|C4636	1036557	1122184
RM2|P|C36160	1036557	1122184
RM2|P|C12605	1036557	1122184
RM2|P|C350	1036557	1122184
RM2|P|C3600	1036557	1122184
RM2|P|C23615	1036557	1122184
RM2|P|C38531	1036557	1122184
RM2|P|C15592	1036557	1122184
RM2|P|C54025	1036557	1122184
RM2|P|C30220	1036557	1122184
RM2|P|C54782	1036557	1122184
RM2|P|C54887	1036557	1122184
RM2|P|C42885	1036557	1122184
RM2|P|C52213	1036557	1122184
RM2|P|C42561	1036557	1122184
RM2|P|C23149	1036557	1122184
RM2|P|C41966	1036557	1122184
RM2|P|C6756	1036557	1122184
RM2|P|C55248	1036557	1122184
RM2|P|C9684	1036557	1122184
RM2|P|C19060	1036557	1122184
RM2|P|C36751	1036557	1122184
RM2|P|C30524	1036557	1122184
RM2|P|C29991	1036557	1122184
RM2|P|C7214	1036557	1122184
RM2|P|C12350	1036557	1122184
RM2|P|C6929	1036557	1122184
RM2|P|C54944	1036557	1122184
RM2|P|C31410	1036557	1122184
RM2|P|C17363	1036557	1122184
RM2|P|C62546	1036557	1122184
RM2|P|C44163	1036557	1122184
RM2|P|C16654	1036557	1122184
RM2|P|C15965	1036557	1122184
RM2|P|C13205	1036557	1122184
RM2|P|C55074	1036557	1122184
RM2|P|C11854	1036557	1122184
RM2|P|C53814	1036557	1122184
RM2|P|C51690	1036557	1122184
RM2|P|C31762	1036557	1122184
RM2|P|C15783	1036557	1122184
RM2|P|C40763	1036557	1122184
RM2|P|C37488	1036557	1122184
RM2|P|C44532	1036557	1122184
RM2|P|C15117	1036557	1122184
RM2|P|C62735	1036557	1122184
RM2|P|C31968	1036557	1122184
RM2|P|C15210	1036557	1122184
RM2|P|C25612	1036557	1122184
RM2|P|C7654	1036557	1122184
RM2|P|C18376	1036557	1122184
RM2|P|C21085	1036557	1122184
RM2|P|C655	1036557	1122184
RM2|P|C15986	1036557	1122184
RM2|P|C59876	1036557	1122184
RM2|P|C26500	1036557	1122184
RM2|P|C13849	1036557	1122184
RM2|P|C8878	1036557	1122184
RM2|P|C7196	1036557	1122184
RM2|P|C33999	1036557	1122184
RM2|P|C50172	1036557	1122184
RM2|P|C19924	1036557	1122184
RM2|P|C16016	1036557	1122184
RM2|P|C59178	1036557	1122184
RM2|P|C23573	1036557	1122184
RM2|P|C26652	1036557	1122184
RM2|P|C40180	1036557	1122184
RM2|P|C24842	1036557	1122184
RM2|P|C24442	1036557	1122184
RM2|P|C467	1036557	1122184
RM2|P|C53179	1036557	1122184
RM2|P|C11947	1036557	1122184
RM2|P|C53837	1036557	1122184
RM2|P|C17650	1036557	1122184
RM2|P|C59393	1036557	1122184
RM2|P|C60032	1036557	1122184
RM2|P|C19433	1036557	1122184
RM2|P|C52247	1036557	1122184
RM2|P|C20218	1036557	1122184
RM2|P|C7596	1036557	1122184
RM2|P|C62915	1036557	1122184
RM2|P|C1331	1036557	1122184
RM2|P|C30377	1036557	1122184
RM2|P|C39246	1036557	1122184
RM2|P|C39448	1036557	1122184
RM2|P|C47473	1036557	1122184
RM2|P|C51195	1036557	1122184
RM2|P|C31993	1036557	1122184
RM2|P|C16033	1036557	1122184
RM2|P|C33961	1036557	1122184
RM2|P|C8049	1036557	1122184
RM2|P|C61106	1036557	1122184
RM2|P|C56209	1036557	1122184
RM2|P|C33408	1036557	1122184
RM2|P|C3765	1036557	1122184
RM2|P|C30454	1036557	1122184
RM2|P|C15639	1036557	1122184
RM2|P|C8936	1036557	1122184
RM2|P|C46438	1036557	1122184
RM2|P|C42956	1036557	1122184
RM2|P|C16089	1036557	1122184
RM2|P|C58371	1036557	1122184
RM2|P|C35206	1036557	1122184
RM2|P|C30299	1036557	1122184
RM2|P|C4645	1036557	1122184
RM2|P|C54663	1036557	1122184
RM2|P|C52972	1036557	1122184
RM2|P|C25703	1036557	1122184
RM2|P|C62465	1036557	1122184
RM2|P|C8025	1036557	1122184
RM2|P|C30510	1036557	1122184
RM2|P|C19915	1036557	1122184
RM2|P|C50078	1036557	1122184
RM2|P|C43016	1036557	1122184
RM2|P|C33594	1036557	1122184
RM2|P|C33892	1036557	1122184
RM2|P|C14405	1036557	1122184
RM2|P|C13923	1036557	1122184
RM2|P|C20321	1036557	1122184
RM2|P|C31221	1036557	1122184
RM2|P|C27718	1036557	1122184
RM2|P|C61295	1036557	1122184
RM2|P|C48301	1036557	1122184
RM2|P|C57020	1036557	1122184
RM2|P|C28392	1036557	1122184
RM2|P|C15043	1036557	1122184
RM2|P|C33893	1036557	1122184
RM2|P|C33895	1036557	1122184
RM2|P|C39359	1036557	1122184
RM2|P|C56490	1036557	1122184
RM2|P|C47291	1036557	1122184
RM2|P|C25385	1036557	1122184
RM2|P|C47195	1036557	1122184
RM2|P|C3033	1036557	1122184
RM2|P|C6435	1036557	1122184
RM2|P|C2633	1036557	1122184
RM2|P|C28709	1036557	1122184
RM2|P|C31098	1036557	1122184
RM2|P|C27602	1036557	1122184
RM2|P|C13474	1036557	1122184
RM2|P|C47244	1036557	1122184
RM2|P|C11544	1036557	1122184
RM2|P|C45882	1036557	1122184
RM2|P|C47318	1036557	1122184
RM2|P|C33598	1036557	1122184
RM2|P|C60254	1036557	1122184
RM2|P|C21733	1036557	1122184
RM2|P|C34192	1036557	1122184
RM2|P|C4448	1036557	1122184
RM2|P|C36501	1036557	1122184
RM2|P|C29466	1036557	1122184
RM2|P|C10991	1036557	1122184
RM2|P|C16583	1036557	1122184
RM2|P|C57395	1036557	1122184
RM2|P|C2015	1036557	1122184
RM2|P|C15297	1036557	1122184
RM2|P|C23485	1036557	1122184
RM2|P|C42257	1036557	1122184
RM2|P|C52679	1036557	1122184
RM2|P|C21719	1036557	1122184
RM2|P|C50591	1036557	1122184
RM2|P|C27764	1036557	1122184
RM2|P|C6727	1036557	1122184
RM2|P|C34935	1036557	1122184
RM2|P|C47439	1036557	1122184
RM2|P|C44502	1036557	1122184
RM2|P|C28546	1036557	1122184
RM2|P|C20916	1036557	1122184
RM2|P|C22797	1036557	1122184
RM2|P|C9760	1036557	1122184
RM2|P|C16847	1036557	1122184
RM2|P|C21137	1036557	1122184
RM2|P|C59371	1036557	1122184
RM2|P|C26139	1036557	1122184
RM2|P|C3126	1036557	1122184
RM2|P|C46771	1036557	1122184
RM2|P|C21603	1036557	1122184
RM2|P|C54695	1036557	1122184
RM2|P|C47021	1036557	1122184
RM2|P|C45355	1036557	1122184
RM2|P|C4247	1036557	1122184
RM2|P|C1736	1036557	1122184
RM2|P|C2687	1036557	1122184
RM2|P|C59093	1036557	1122184
RM2|P|C13606	1036557	1122184
RM2|P|C42572	1036557	1122184
RM2|P|C37447	1036557	1122184
RM2|P|C62678	1036557	1122184
RM2|P|C33121	1036557	1122184
RM2|P|C9670	1036557	1122184
RM2|P|C36997	1036557	1122184
RM2|P|C7920	1036557	1122184
RM2|P|C44266	1036557	1122184
RM2|P|C40710	1036557	1122184
RM2|P|C3138	1036557	1122184
RM2|P|C24205	1036557	1122184
RM2|P|C22068	1036557	1122184
RM2|P|C55723	1036557	1122184
RM2|P|C11405	1036557	1122184
RM2|P|C20698	1036557	1122184
RM2|P|C43715	1036557	1122184
RM2|P|C54445	1036557	1122184
RM2|P|C13822	1036557	1122184
RM2|P|C14367	1036557	1122184
RM2|P|C58908	1036557	1122184
RM2|P|C29673	1036557	1122184
RM2|P|C35709	1036557	1122184
RM2|P|C47954	1036557	1122184
RM2|P|C10019	1036557	1122184
RM2|P|C53595	1036557	1122184
RM2|P|C15176	1036557	1122184
RM2|P|C12347	1036557	1122184
RM2|P|C52894	1036557	1122184
RM2|P|C47544	1036557	1122184
RM2|P|C3075	1036557	1122184
RM2|P|C37841	1036557	1122184
RM2|P|C53594	1036557	1122184
RM2|P|C52475	1036557	1122184
RM2|P|C9436	1036557	1122184
RM2|P|C10410	1036557	1122184
RM2|P|C34559	1036557	1122184
RM2|P|C21022	1036557	1122184
RM2|P|C46452	1036557	1122184
RM2|P|C56076	1036557	1122184
RM2|P|C52502	1036557	1122184
RM2|P|C28309	1036557	1122184
RM2|P|C25932	1036557	1122184
RM2|P|C7631	1036557	1122184
RM2|P|C9480	1036557	1122184
RM2|P|C17163	1036557	1122184
RM2|P|C37184	1036557	1122184
RM2|P|C38565	1036557	1122184
RM2|P|C20420	1036557	1122184
RM2|P|C7777	1036557	1122184
RM2|P|C49267	1036557	1122184
RM2|P|C7671	1036557	1122184
RM2|P|C10011	1036557	1122184
RM2|P|C30150	1036557	1122184
RM2|P|C11722	1036557	1122184
RM2|P|C42254	1036557	1122184
RM2|P|C3349	1036557	1122184
RM2|P|C38434	1036557	1122184
RM2|P|C22614	1036557	1122184
RM2|P|C46346	1036557	1122184
RM2|P|C6104	1036557	1122184
RM2|P|C20550	1036557	1122184
RM2|P|C33447	1036557	1122184
RM2|P|C21455	1036557	1122184
RM2|P|C5157	1036557	1122184
RM2|P|C52345	1036557	1122184
RM2|P|C59746	1036557	1122184
RM2|P|C40146	1036557	1122184
RM2|P|C26734	1036557	1122184
RM2|P|C34453	1036557	1122184
RM2|P|C43894	1036557	1122184
RM2|P|C26220	1036557	1122184
RM2|P|C10295	1036557	1122184
RM2|P|C40687	1036557	1122184
RM2|P|C62540	1036557	1122184
RM2|P|C50084	1036557	1122184
RM2|P|C13457	1036557	1122184
RM2|P|C40664	1036557	1122184
RM2|P|C15884	1036557	1122184
RM2|P|C25057	1036557	1122184
RM2|P|C24017	1036557	1122184
RM2|P|C52224	1036557	1122184
RM2|P|C27572	1036557	1122184
RM2|P|C51285	1036557	1122184
RM2|P|C4528	1036557	1122184
RM2|P|C30125	1036557	1122184
RM2|P|C12835	1036557	1122184
RM2|P|C33523	1036557	1122184
RM2|P|C15688	1036557	1122184
RM2|P|C45316	1036557	1122184
RM2|P|C29067	1036557	1122184
RM2|P|C12574	1036557	1122184
RM2|P|C42998	1036557	1122184
RM2|P|C31850	1036557	1122184
RM2|P|C37565	1036557	1122184
RM2|P|C26470	1036557	1122184
RM2|P|C1277	1036557	1122184
RM2|P|C46960	1036557	1122184
RM2|P|C47252	1036557	1122184
RM2|P|C9087	1036557	1122184
RM2|P|C25341	1036557	1122184
RM2|P|C25300	1036557	1122184
RM2|P|C33659	1036557	1122184
RM2|P|C42173	1036557	1122184
RM2|P|C21154	1036557	1122184
RM2|P|C20500	1036557	1122184
RM2|P|C43837	1036557	1122184
RM2|P|C19165	1036557	1122184
RM2|P|C1128	1036557	1122184
RM2|P|C3251	1036557	1122184
RM2|P|C124	1036557	1122184
RM2|P|C46746	1036557	1122184
RM2|P|C15169	1036557	1122184
RM2|P|C52318	1036557	1122184
RM2|P|C43077	1036557	1122184
RM2|P|C15255	1036557	1122184
RM2|P|C22090	1036557	1122184
RM2|P|C38417	1036557	1122184
RM2|P|C56381	1036557	1122184
RM2|P|C12805	1036557	1122184
RM2|P|C16727	1036557	1122184
RM2|P|C10540	1036557	1122184
RM2|P|C10441	1036557	1122184
RM2|P|C33708	1036557	1122184
RM2|P|C16680	1036557	1122184
RM2|P|C60371	1036557	1122184
RM2|P|C33499	1036557	1122184
RM2|P|C17990	1036557	1122184
RM2|P|C7155	1036557	1122184
RM2|P|C34636	1036557	1122184
RM2|P|C16511	1036557	1122184
RM2|P|C29154	1036557	1122184
RM2|P|C12518	1036557	1122184
RM2|P|C59551	1036557	1122184
RM2|P|C6141	1036557	1122184
RM2|P|C49498	1036557	1122184
RM2|P|C50338	1036557	1122184
RM2|P|C3502	1036557	1122184
RM2|P|C60104	1036557	1122184
RM2|P|C4427	1036557	1122184
RM2|P|C6236	1036557	1122184
RM2|P|C6991	1036557	1122184
RM2|P|C17141	1036557	1122184
RM2|P|C21580	1036557	1122184
RM2|P|C51236	1036557	1122184
RM2|P|C23304	1036557	1122184
RM2|P|C58011	1036557	1122184
RM2|P|C23604	1036557	1122184
RM2|P|C59588	1036557	1122184
RM2|P|C41141	1036557	1122184
RM2|P|C44025	1036557	1122184
RM2|P|C16567	1036557	1122184
RM2|P|C18550	1036557	1122184
RM2|P|C4170	1036557	1122184
RM2|P|C38620	1036557	1122184
RM2|P|C12448	1036557	1122184
RM2|P|C18169	1036557	1122184
RM2|P|C11240	1036557	1122184
RM2|P|C22906	1036557	1122184
RM2|P|C42122	1036557	1122184
RM2|P|C15187	1036557	1122184
RM2|P|C41695	1036557	1122184
RM2|P|C50037	1036557	1122184
RM2|P|C61606	1036557	1122184
RM2|P|C44216	1036557	1122184
RM2|P|C5462	1036557	1122184
RM2|P|C7520	1036557	1122184
RM2|P|C9888	1036557	1122184
RM2|P|C29965	1036557	1122184
RM2|P|C26791	1036557	1122184
RM2|P|C31845	1036557	1122184
RM2|P|C49814	1036557	1122184
RM2|P|C4351	1036557	1122184
RM2|P|C49773	1036557	1122184
RM2|P|C44521	1036557	1122184
RM2|P|C9551	1036557	1122184
RM2|P|C7798	1036557	1122184
RM2|P|C50328	1036557	1122184
RM2|P|C16245	1036557	1122184
RM2|P|C2350	1036557	1122184
RM2|P|C4620	1036557	1122184
RM2|P|C13151	1036557	1122184
RM2|P|C29771	1036557	1122184
RM2|P|C57652	1036557	1122184
RM2|P|C48498	1036557	1122184
RM2|P|C51515	1036557	1122184
RM2|P|C15601	1036557	1122184
RM2|P|C27840	1036557	1122184
RM2|P|C45323	1036557	1122184
RM2|P|C43813	1036557	1122184
RM2|P|C44479	1036557	1122184
RM2|P|C49390	1036557	1122184
RM2|P|C13022	1036557	1122184
RM2|P|C33745	1036557	1122184
RM2|P|C47709	1036557	1122184
RM2|P|C36648	1036557	1122184
RM2|P|C39326	1036557	1122184
RM2|P|C3677	1036557	1122184
RM2|P|C10876	1036557	1122184
RM2|P|C17034	1036557	1122184
RM2|P|C49835	1036557	1122184
RM2|P|C15123	1036557	1122184
RM2|P|C8329	1036557	1122184
RM2|P|C37976	1036557	1122184
RM2|P|C39098	1036557	1122184
RM2|P|C27502	1036557	1122184
RM2|P|C60129	1036557	1122184
RM2|P|C340	1036557	1122184
RM2|P|C23343	1036557	1122184
RM2|P|C47769	1036557	1122184
RM2|P|C35359	1036557	1122184
RM2|P|C6904	1036557	1122184
RM2|P|C35519	1036557	1122184
RM2|P|C4063	1036557	1122184
RM2|P|C43362	1036557	1122184
RM2|P|C56396	1036557	1122184
RM2|P|C19318	1036557	1122184
RM2|P|C39766	1036557	1122184
RM2|P|C34485	1036557	1122184
RM2|P|C59246	1036557	1122184
RM2|P|C4476	1036557	1122184
RM2|P|C6787	1036557	1122184
RM2|P|C28904	1036557	1122184
RM2|P|C47731	1036557	1122184
RM2|P|C50700	1036557	1122184
RM2|P|C50605	1036557	1122184
RM2|P|C33718	1036557	1122184
RM2|P|C18662	1036557	1122184
RM2|P|C32427	1036557	1122184
RM2|P|C57855	1036557	1122184
RM2|P|C44915	1036557	1122184
RM2|P|C38382	1036557	1122184
RM2|P|C36867	1036557	1122184
RM2|P|C60450	1036557	1122184
RM2|P|C38096	1036557	1122184
RM2|P|C33429	1036557	1122184
RM2|P|C13958	1036557	1122184
RM2|P|C28236	1036557	1122184
RM2|P|C34481	1036557	1122184
RM2|P|C26335	1036557	1122184
RM2|P|C30702	1036557	1122184
RM2|P|C50112	1036557	1122184
RM2|P|C57988	1036557	1122184
RM2|P|C23446	1036557	1122184
RM2|P|C44175	1036557	1122184
RM2|P|C35230	1036557	1122184
RM2|P|C12011	1036557	1122184
RM2|P|C18141	1036557	1122184
RM2|P|C45533	1036557	1122184
RM2|P|C30078	1036557	1122184
RM2|P|C21573	1036557	1122184
RM2|P|C57227	1036557	1122184
RM2|P|C54398	1036557	1122184
RM2|P|C44165	1036557	1122184
RM2|P|C25944	1036557	1122184
RM2|P|C52524	1036557	1122184
RM2|P|C3595	1036557	1122184
RM2|P|C59793	1036557	1122184
RM2|P|C18112	1036557	1122184
RM2|P|C52734	1036557	1122184
RM2|P|C56037	1036557	1122184
RM2|P|C18198	1036557	1122184
RM2|P|C57702	1036557	1122184
RM2|P|C40955	1036557	1122184
RM2|P|C57345	1036557	1122184
RM2|P|C24277	1036557	1122184
RM2|P|C46586	1036557	1122184
RM2|P|C8727	1036557	1122184
RM2|P|C53130	1036557	1122184
RM2|P|C42282	1036557	1122184
RM2|P|C14843	1036557	1122184
RM2|P|C47210	1036557	1122184
RM2|P|C31187	1036557	1122184
RM2|P|C52278	1036557	1122184
RM2|P|C48594	1036557	1122184
RM2|P|C23235	1036557	1122184
RM2|P|C4905	1036557	1122184
RM2|P|C16556	1036557	1122184
RM2|P|C9133	1036557	1122184
RM2|P|C48998	1036557	1122184
RM2|P|C49384	1036557	1122184
RM2|P|C61720	1036557	1122184
RM2|P|C41128	1036557	1122184
RM2|P|C18368	1036557	1122184
RM2|P|C16460	1036557	1122184
RM2|P|C37783	1036557	1122184
RM2|P|C14560	1036557	1122184
RM2|P|C5190	1036557	1122184
RM2|P|C52281	1036557	1122184
RM2|P|C23490	1036557	1122184
RM2|P|C7068	1036557	1122184
RM2|P|C12721	1036557	1122184
RM2|P|C2371	1036557	1122184
RM2|P|C25646	1036557	1122184
RM2|P|C38558	1036557	1122184
RM2|P|C4205	1036557	1122184
RM2|P|C46608	1036557	1122184
RM2|P|C48328	1036557	1122184
RM2|P|C48958	1036557	1122184
RM2|P|C62486	1036557	1122184
RM2|P|C23075	1036557	1122184
RM2|P|C7025	1036557	1122184
RM2|P|C60044	1036557	1122184
RM2|P|C37798	1036557	1122184
RM2|P|C33196	1036557	1122184
RM2|P|C8376	1036557	1122184
RM2|P|C52511	1036557	1122184
RM2|P|C47643	1036557	1122184
RM2|P|C14052	1036557	1122184
RM2|P|C37536	1036557	1122184
RM2|P|C21136	1036557	1122184
RM2|P|C7054	1036557	1122184
RM2|P|C24410	1036557	1122184
RM2|P|C5434	1036557	1122184
RM2|P|C41077	1036557	1122184
RM2|P|C36517	1036557	1122184
RM2|P|C4305	1036557	1122184
RM2|P|C47751	1036557	1122184
RM2|P|C38739	1036557	1122184
RM2|P|C52907	1036557	1122184
RM2|P|C3978	1036557	1122184
RM2|P|C38538	1036557	1122184
RM2|P|C43793	1036557	1122184
RM2|P|C9755	1036557	1122184
RM2|P|C8929	1036557	1122184
RM2|P|C8266	1036557	1122184
RM2|P|C50133	1036557	1122184
